Départ;Arrivée;Voyageur;Profil / carte;Identifiant profil;Clé relation;Prix 2de (€);Prix 1re (€);Source;Date de vérification;Statut;Écart vs valeur actuelle
Culoz;Genève;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;culoz|geneve;3,90;7,00;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Genève;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;culoz|geneve;3,20;6,40;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Genève;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;culoz|geneve;1,60;4,80;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Bellegarde-sur-Valserine;Adulte;Aucune — Plein tarif;adult-none;seyssel-corbonod|bellegarde-sur-valserine;5,10;7,80;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;seyssel-corbonod|bellegarde-sur-valserine;3,90;5,90;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;seyssel-corbonod|bellegarde-sur-valserine;2,60;3,90;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;seyssel-corbonod|bellegarde-sur-valserine;2,60;3,90;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;seyssel-corbonod|bellegarde-sur-valserine;2,60;3,90;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Bellegarde-sur-Valserine;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;seyssel-corbonod|bellegarde-sur-valserine;3,90;5,90;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;seyssel-corbonod|bellegarde-sur-valserine;3,00;5,10;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;seyssel-corbonod|bellegarde-sur-valserine;2,60;4,70;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;seyssel-corbonod|bellegarde-sur-valserine;2,10;4,20;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;seyssel-corbonod|bellegarde-sur-valserine;1,20;3,20;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Bellegarde-sur-Valserine;Adulte;Carte Militaire (-75 %);adult-military;seyssel-corbonod|bellegarde-sur-valserine;1,30;2,00;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 1,20 ; ancienne 1re 3,20)"
Seyssel – Corbonod;Bellegarde-sur-Valserine;Adulte;Carte Famille Militaire (-40 %);adult-family-military;seyssel-corbonod|bellegarde-sur-valserine;3,10;4,70;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Bellegarde-sur-Valserine;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;seyssel-corbonod|bellegarde-sur-valserine;2,60;3,90;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Bellegarde-sur-Valserine;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;seyssel-corbonod|bellegarde-sur-valserine;1,30;2,00;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Bellegarde-sur-Valserine;Enfant;Carte Famille Militaire;child-family-military;seyssel-corbonod|bellegarde-sur-valserine;1,60;2,40;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;seyssel-corbonod|bellegarde-sur-valserine;1,50;2,60;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;seyssel-corbonod|bellegarde-sur-valserine;1,30;2,40;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;seyssel-corbonod|bellegarde-sur-valserine;1,20;2,10;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;seyssel-corbonod|bellegarde-sur-valserine;1,20;1,80;SNCF Connect;2026-09-02;lu directement;"écart (ancienne 2de 1,20 ; ancienne 1re 1,60)"
Seyssel – Corbonod;Genève;Adulte;Aucune — Plein tarif;adult-none;seyssel-corbonod|geneve;12,60;19,10;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Genève;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;seyssel-corbonod|geneve;9,50;14,40;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Genève;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;seyssel-corbonod|geneve;6,30;9,60;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Genève;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;seyssel-corbonod|geneve;6,30;9,60;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Genève;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;seyssel-corbonod|geneve;6,30;9,60;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Genève;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;seyssel-corbonod|geneve;9,50;14,40;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Genève;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;seyssel-corbonod|geneve;7,30;12,40;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Genève;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;seyssel-corbonod|geneve;6,20;11,30;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Genève;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;seyssel-corbonod|geneve;5,20;10,30;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Genève;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;seyssel-corbonod|geneve;2,60;7,70;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Genève;Adulte;Carte Militaire (-75 %);adult-military;seyssel-corbonod|geneve;3,20;4,80;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 2,60 ; ancienne 1re 7,70)"
Seyssel – Corbonod;Genève;Adulte;Carte Famille Militaire (-40 %);adult-family-military;seyssel-corbonod|geneve;7,60;11,50;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Genève;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;seyssel-corbonod|geneve;6,30;9,60;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Genève;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;seyssel-corbonod|geneve;3,20;4,80;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Genève;Enfant;Carte Famille Militaire;child-family-military;seyssel-corbonod|geneve;3,80;5,80;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Genève;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;seyssel-corbonod|geneve;3,70;6,20;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Genève;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;seyssel-corbonod|geneve;3,10;5,70;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Genève;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;seyssel-corbonod|geneve;2,60;5,20;SNCF Connect;2026-09-02;lu directement;identique
Seyssel – Corbonod;Genève;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;seyssel-corbonod|geneve;1,30;3,90;SNCF Connect;2026-09-02;lu directement;identique
Bellegarde-sur-Valserine;Genève;Adulte;Aucune — Plein tarif;adult-none;bellegarde-sur-valserine|geneve;9,00;13,70;SNCF Connect;2026-09-02;lu directement;identique
Bellegarde-sur-Valserine;Genève;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;bellegarde-sur-valserine|geneve;6,80;10,30;SNCF Connect;2026-09-02;lu directement;identique
Bellegarde-sur-Valserine;Genève;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;bellegarde-sur-valserine|geneve;4,50;6,90;SNCF Connect;2026-09-02;lu directement;identique
Bellegarde-sur-Valserine;Genève;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;bellegarde-sur-valserine|geneve;4,50;6,90;SNCF Connect;2026-09-02;lu directement;identique
Bellegarde-sur-Valserine;Genève;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;bellegarde-sur-valserine|geneve;4,50;6,90;SNCF Connect;2026-09-02;lu directement;identique
Bellegarde-sur-Valserine;Genève;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;bellegarde-sur-valserine|geneve;6,80;10,30;SNCF Connect;2026-09-02;lu directement;identique
Bellegarde-sur-Valserine;Genève;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;bellegarde-sur-valserine|geneve;5,20;8,90;SNCF Connect;2026-09-02;lu directement;identique
Bellegarde-sur-Valserine;Genève;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;bellegarde-sur-valserine|geneve;4,50;8,20;SNCF Connect;2026-09-02;lu directement;identique
Bellegarde-sur-Valserine;Genève;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;bellegarde-sur-valserine|geneve;3,70;7,40;SNCF Connect;2026-09-02;lu directement;identique
Bellegarde-sur-Valserine;Genève;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;bellegarde-sur-valserine|geneve;1,90;5,60;SNCF Connect;2026-09-02;lu directement;identique
Bellegarde-sur-Valserine;Genève;Adulte;Carte Militaire (-75 %);adult-military;bellegarde-sur-valserine|geneve;2,30;3,50;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 1,90 ; ancienne 1re 5,60)"
Bellegarde-sur-Valserine;Genève;Adulte;Carte Famille Militaire (-40 %);adult-family-military;bellegarde-sur-valserine|geneve;5,40;8,30;SNCF Connect;2026-09-02;lu directement;identique
Bellegarde-sur-Valserine;Genève;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;bellegarde-sur-valserine|geneve;4,50;6,90;SNCF Connect;2026-09-02;lu directement;identique
Bellegarde-sur-Valserine;Genève;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;bellegarde-sur-valserine|geneve;2,30;3,50;SNCF Connect;2026-09-02;lu directement;identique
Bellegarde-sur-Valserine;Genève;Enfant;Carte Famille Militaire;child-family-military;bellegarde-sur-valserine|geneve;2,70;4,20;SNCF Connect;2026-09-02;lu directement;identique
Bellegarde-sur-Valserine;Genève;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;bellegarde-sur-valserine|geneve;2,60;4,50;SNCF Connect;2026-09-02;lu directement;identique
Bellegarde-sur-Valserine;Genève;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;bellegarde-sur-valserine|geneve;2,30;4,10;SNCF Connect;2026-09-02;lu directement;identique
Bellegarde-sur-Valserine;Genève;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;bellegarde-sur-valserine|geneve;1,90;3,70;SNCF Connect;2026-09-02;lu directement;identique
Bellegarde-sur-Valserine;Genève;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;bellegarde-sur-valserine|geneve;1,20;2,80;SNCF Connect;2026-09-02;lu directement;identique
